,algorithm,tolerance1,T,x0,xmin,fmin,iterations,time
5211,trust-ncg,1e-05,10.0,[-0.21  3.41  2.6  -1.7 ],[ 0.   -0.02  0.26  3.94],2455.19,42,0.0037941932678222656
5212,trust-ncg,1e-05,30.0,[ 0.24  4.07 -2.04  1.97],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013000965118408203
5213,trust-ncg,1e-05,50.0,[-1.2  -1.62 -0.15  4.05],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009374618530273438
5214,trust-ncg,1e-05,100.0,[ 0.36  3.28 -4.62 -0.32],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0015552043914794922
5215,trust-ncg,0.0001,0.01,[-1.02  0.43 -2.15  3.37],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0013954639434814453
5216,trust-ncg,0.0001,0.1,[-3.42 -3.59 -4.99 -4.31],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013124942779541016
5217,trust-ncg,0.0001,1.0,[-4.76  0.44 -2.9  -4.7 ],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0014379024505615234
5218,trust-ncg,0.0001,10.0,[-0.57  2.73 -3.95 -0.37],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012319087982177734
5219,trust-ncg,0.0001,30.0,[ 1.51  2.67 -2.3   3.73],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011246204376220703
5220,trust-ncg,0.0001,50.0,[-3.57 -3.92 -1.67 -0.72],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0016369819641113281
5221,trust-ncg,0.0001,100.0,[ 0.23  0.8   2.59 -2.35],[ 0.   -0.02  0.26  3.94],2455.19,45,0.0040857791900634766
5222,trust-ncg,0.001,0.01,[-2.93  3.08 -2.57  2.92],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011086463928222656
5223,trust-ncg,0.001,0.1,[ 3.37 -4.58  1.23  3.22],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011241436004638672
5224,trust-ncg,0.001,1.0,[ 1.43 -3.9   0.13  1.1 ],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011589527130126953
5225,trust-ncg,0.001,10.0,[-4.   -4.9   3.8   0.99],[ 0.   -0.02  0.26  3.94],2455.19,39,0.002940654754638672
5226,trust-ncg,0.001,30.0,[-1.54  1.23 -2.21 -1.02],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0017709732055664062
5227,trust-ncg,0.001,50.0,[ 4.58 -0.54 -4.69 -4.52],[ 0.   -0.02  0.26  3.94],2455.19,13,0.001771688461303711
5228,trust-ncg,0.001,100.0,[-2.97  1.75  4.92 -2.42],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0015077590942382812
5229,trust-ncg,0.01,0.01,[-2.1  -3.69  1.34  2.92],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0010645389556884766
5230,trust-ncg,0.01,0.1,[-2.92  1.59  2.6  -3.01],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0014286041259765625
5231,trust-ncg,0.01,1.0,[ 1.35  4.49 -4.84  1.05],[ 0.   -0.02  0.26  3.94],2455.19,10,0.0013132095336914062
5232,trust-ncg,0.01,10.0,[-3.79  4.34 -2.98 -4.89],[ 0.   -0.02  0.26  3.94],2455.19,38,0.0031681060791015625
5233,trust-ncg,0.01,30.0,[-3.13 -4.92 -0.42 -0.54],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001184701919555664
5234,trust-ncg,0.01,50.0,[-1.21 -0.04  4.45  4.93],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012404918670654297
5235,trust-ncg,0.01,100.0,[ 1.27  3.48  1.73 -3.86],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0015683174133300781
5236,trust-ncg,0.1,0.01,[-4.87 -4.23 -3.04  3.07],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0011801719665527344
5237,trust-ncg,0.1,0.1,[-4.11  0.73  2.36 -1.77],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001438140869140625
5238,trust-ncg,0.1,1.0,[-4.84 -2.24 -3.    1.11],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009331703186035156
5239,trust-ncg,0.1,10.0,[-3.12 -3.69 -3.62 -3.91],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012607574462890625
5240,trust-ncg,0.1,30.0,[ 3.68 -2.68 -0.71 -3.36],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013458728790283203
5241,trust-ncg,0.1,50.0,[ 1.12 -0.99  2.01  4.36],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0008754730224609375
5242,trust-ncg,0.1,100.0,[-0.29  3.82 -4.54  2.95],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0014221668243408203
5243,trust-ncg,1.0,0.01,[-1.23 -3.56  1.65 -4.52],[ 0.   -0.02  0.26  3.94],2455.19,11,0.0014760494232177734
5244,trust-ncg,1.0,0.1,[-0.89 -3.81 -1.83  2.33],[ 0.   -0.02  0.26  3.94],2455.19,36,0.0025599002838134766
5245,trust-ncg,1.0,1.0,[ 2.53  1.35 -1.78  4.21],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011289119720458984
5246,trust-ncg,1.0,10.0,[-0.86 -4.73 -0.52 -0.96],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0013530254364013672
5247,trust-ncg,1.0,30.0,[ 4.13  3.57  1.4  -0.55],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012602806091308594
5248,trust-ncg,1.0,50.0,[-3.99 -3.7   2.89 -0.01],[ 0.   -0.02  0.26  3.94],2455.19,9,0.001294851303100586
5249,trust-ncg,1.0,100.0,[ 4.18 -0.9  -2.17 -3.69],[ 0.   -0.02  0.26  3.94],2455.19,9,0.0012998580932617188
5250,trust-ncg,10.0,0.01,[-3.42 -4.65  4.05 -0.54],[ 0.   -0.02  0.26  3.94],2455.19,8,0.0011072158813476562
5251,trust-ncg,10.0,0.1,[ 0.83  4.96 -4.25  3.02],[ 0.   -0.02  0.31  3.37],2456.93,7,0.0009458065032958984
5252,trust-ncg,10.0,1.0,[-2.36  4.97  0.73 -0.04],[ 0.   -0.02  0.26  3.94],2455.19,7,0.0009772777557373047
5253,trust-ncg,10.0,10.0,[ 1.25  0.12  4.26 -3.78],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016748905181884766
5254,trust-ncg,10.0,30.0,[ 1.34  4.32  4.03 -4.55],[ 0.   -0.02  0.26  3.94],2455.19,12,0.0016567707061767578
5255,trust-ncg,10.0,50.0,[-2.   -0.2   1.76 -4.24],[ 0.   -0.02  0.26  3.94],2455.19,12,0.00168609619140625
5256,trust-ncg,10.0,100.0,[-0.07  3.47  2.13 -3.17],[ 0.   -0.02  0.26  3.94],2455.19,12,0.001665353775024414
5257,trust-ncg,100.0,0.01,[-3.06 -0.49 -2.33  0.87],[ 0.   -0.03  0.48  1.08],2498.62,5,0.0007040500640869141
5258,trust-ncg,100.0,0.1,[-1.2  -1.87  2.43  4.89],[ 0.   -0.02  0.2   4.71],2458.34,7,0.0009315013885498047
5259,trust-ncg,100.0,1.0,[-4.13  3.97 -0.94  3.82],[ 0.   -0.02  0.26  3.92],2455.2,7,0.0009176731109619141
5260,trust-ncg,100.0,10.0,[-1.26  3.63  1.81  1.46],[ 0.   -0.03  0.46  1.37],2490.46,6,0.0007977485656738281
5261,trust-ncg,100.0,30.0,[-2.15 -1.   -0.33  3.82],[ 0.   -0.02  0.27  3.86],2455.23,4,0.0005970001220703125
5262,trust-ncg,100.0,50.0,[-4.08 -0.64  0.48  4.49],[ 0.   -0.02  0.22  4.46],2456.63,6,0.0008234977722167969
5263,trust-ncg,100.0,100.0,[-0.15 -1.55 -1.51 -2.58],[ 0.   -0.03  0.74 -2.4 ],2668.69,8,0.0010268688201904297
5264,trust-ncg,1000.0,0.01,[ 3.27 -4.78 -0.79  0.12],[ 0.   -0.03  0.54  0.22],2528.7,7,0.0009036064147949219
5265,trust-ncg,1000.0,0.1,[ 2.5  -3.13  0.28 -3.23],[ 0.   -0.03  0.8  -3.18],2725.06,7,0.0009169578552246094
5266,trust-ncg,1000.0,1.0,[-2.44 -2.85 -0.66  0.72],[ 0.   -0.03  0.5   0.8 ],2507.55,6,0.0008025169372558594
5267,trust-ncg,1000.0,10.0,[-4.94  0.67 -1.83 -1.53],[ 0.   -0.03  0.66 -1.33],2602.91,6,0.0007722377777099609
5268,trust-ncg,1000.0,30.0,[-3.8  -1.15 -2.47 -2.1 ],[ 0.   -0.03  0.7  -1.85],2633.78,5,0.0007178783416748047
5269,trust-ncg,1000.0,50.0,[ 4.81 -1.17 -0.44 -2.56],[ 0.   -0.03  0.75 -2.47],2673.34,5,0.0007216930389404297
5270,trust-ncg,1000.0,100.0,[ 2.8  -2.19 -0.95  3.45],[ 0.   -0.02  0.29  3.54],2456.06,6,0.0008254051208496094
5271,trust-ncg,10000.0,0.01,[ 4.64  3.75 -3.2   0.27],[ 0.   -0.03  0.52  0.56],2516.1,5,0.0007131099700927734
5272,trust-ncg,10000.0,0.1,[-2.34 -2.07  4.37  1.38],[ 0.   -0.03  0.48  1.09],2498.37,7,0.0009579658508300781
5273,trust-ncg,10000.0,1.0,[-2.06 -1.77  1.24 -4.77],[ 0.   -0.05  1.29 -4.76],3306.57,3,0.0004584789276123047
5274,trust-ncg,10000.0,10.0,[-2.8   0.38  4.03  2.15],[ 0.   -0.03  0.42  1.88],2477.71,8,0.0010542869567871094
5275,trust-ncg,10000.0,30.0,[-4.15 -1.37 -4.13 -4.03],[ 0.   -0.01 -0.1  -3.72],5649.93,7,0.0009262561798095703
5276,trust-ncg,10000.0,50.0,[-4.4  -1.09  4.46 -1.53],[ 0.   -0.03  0.7  -1.81],2630.83,5,0.0007088184356689453
5277,trust-ncg,10000.0,100.0,[ 3.71 -4.86 -3.9  -2.59],[ 0.   -0.03  0.73 -2.24],2658.01,7,0.0009102821350097656
5278,trust-ncg,100000.0,0.01,[-3.19 -0.34 -0.55 -1.81],[ 0.    0.01 -0.54 -1.81],7644.11,4,0.0005762577056884766
5279,trust-ncg,100000.0,0.1,[-4.26  3.51 -3.48  3.35],[ 0.    0.09 -3.58  3.34],51822.23,4,0.0005640983581542969
5280,trust-ncg,100000.0,1.0,[ 3.14 -3.19  2.6   0.05],[ 0.   -0.09  2.69  0.05],17467.09,4,0.0005629062652587891
5281,trust-ncg,100000.0,10.0,[-2.45  1.12 -4.2   1.91],[ 0.    0.11 -4.23  1.91],72877.84,3,0.0004553794860839844
5282,trust-ncg,100000.0,30.0,[3.71 4.09 1.19 0.16],[ 0.   -0.04  1.07  0.15],3422.55,6,0.0007548332214355469
5283,trust-ncg,100000.0,50.0,[-3.72 -1.98 -3.45  3.91],[ 0.    0.08 -3.39  3.91],46107.27,4,0.0005564689636230469
5284,trust-ncg,100000.0,100.0,[-3.86 -3.89 -4.18 -0.94],[ 0.    0.11 -4.07 -0.94],74563.58,4,0.0005562305450439453
5285,trust-ncg,1000000.0,0.01,[-1.08 -0.38 -4.81  4.23],[ 0.    0.13 -4.8   4.23],85300.17,3,0.0004630088806152344
5286,trust-ncg,1000000.0,0.1,[ 2.27 -0.3  -3.37 -3.65],[ 0.    0.09 -3.36 -3.65],60155.81,4,0.0005428791046142578
5287,trust-ncg,1000000.0,1.0,[-0.47  4.08  2.44 -4.67],[ 0.   -0.08  2.32 -4.67],9322.9,6,0.0007748603820800781
5288,trust-ncg,1000000.0,10.0,[ 0.43 -3.14  0.23  2.25],[ 0.   -0.02  0.32  2.26],2484.82,6,0.0007691383361816406
5289,trust-ncg,1000000.0,30.0,[ 1.81  4.93 -0.57  3.11],[ 0.    0.01 -0.72  3.11],6019.81,5,0.0006506443023681641
5290,trust-ncg,1000000.0,50.0,[ 2.08  2.98 -4.05  3.34],[ 0.    0.11 -4.14  3.34],66972.45,5,0.0006761550903320312
5291,trust-ncg,1000000.0,100.0,[-3.49 -3.81 -0.33  4.4 ],[ 0.   -0.01 -0.22  4.4 ],3098.94,4,0.0005595684051513672
5292,Nelder-mead,1e-05,0.01,[1.75 0.78 1.59 3.52],[ 0.000e+00 -1.000e-02 -6.300e-01  1.664e+01],3324.37,444,0.021747589111328125
5293,Nelder-mead,1e-05,0.1,[ 4.61 -4.26 -1.72  1.7 ],[ 0.   -0.02  0.18  4.95],2460.62,455,0.023302078247070312
5294,Nelder-mead,1e-05,1.0,[ 0.15 -0.19 -4.82 -3.65],[  0.    -0.05   1.65 -12.14],4053.97,474,0.022248268127441406
5295,Nelder-mead,1e-05,10.0,[ 4.66  4.72 -2.41 -2.4 ],[  0.    -0.05   1.53 -13.91],4167.98,468,0.021630525588989258
5296,Nelder-mead,1e-05,30.0,[ 2.12 -2.65 -2.07 -2.11],[ 0.   -0.03  0.46  1.41],2489.35,452,0.024456024169921875
5297,Nelder-mead,1e-05,50.0,[ 0.11  4.49 -0.32  3.13],[ 0.   -0.03  0.54 -0.54],2573.94,466,0.02205801010131836
5298,Nelder-mead,1e-05,100.0,[-3.39 -0.24 -0.58  0.62],[ 0.   -0.02  0.21  4.62],2457.66,452,0.021351337432861328
5299,Nelder-mead,0.0001,0.01,[ 4.12 -4.65 -1.91  1.47],[ 0.   -0.02 -0.13  8.94],2587.99,434,0.02082371711730957
5300,Nelder-mead,0.0001,0.1,[-0.82  0.89 -4.28 -1.96],[ 0.   -0.04  1.19 -7.52],3206.08,478,0.02197718620300293
5301,Nelder-mead,0.0001,1.0,[ 1.1  -1.13  1.32  1.54],[ 0.   -0.02  0.33  3.  ],2459.88,407,0.0192716121673584
5302,Nelder-mead,0.0001,10.0,[-2.38 -4.   -3.47 -4.52],[ 0.   -0.04  1.24 -8.95],3338.07,470,0.022550344467163086
5303,Nelder-mead,0.0001,30.0,[-0.86 -1.89  4.4  -4.18],[ 0.   -0.04  1.26 -9.79],3589.12,469,0.02099895477294922
5304,Nelder-mead,0.0001,50.0,[ 4.04 -3.27  0.46 -2.05],[ 0.   -0.03  0.74 -2.54],2678.39,464,0.02104043960571289
5305,Nelder-mead,0.0001,100.0,[-3.71  4.19 -1.12  0.65],[ 0.   -0.02  0.36  2.71],2463.28,456,0.0206301212310791
5306,Nelder-mead,0.001,0.01,[-0.38  4.06  3.54  4.71],[ 0.000e+00  1.000e-02 -1.630e+00  3.076e+01],6330.07,465,0.02127695083618164
5307,Nelder-mead,0.001,0.1,[-2.79 -2.62  2.64 -2.04],[ 0.   -0.04  0.9  -4.54],2837.07,398,0.018418550491333008
5308,Nelder-mead,0.001,1.0,[-2.54  3.57  2.92  1.63],[ 0.   -0.02  0.04  6.94],2503.01,458,0.020840167999267578
5309,Nelder-mead,0.001,10.0,[-0.87  4.47  3.91 -2.89],[ 0.   -0.04  0.96 -5.32],2911.26,380,0.01743626594543457
5310,Nelder-mead,0.001,30.0,[-2.73  3.2  -3.92 -2.88],[ 0.   -0.02  0.15  3.84],2507.62,479,0.021296977996826172
5311,Nelder-mead,0.001,50.0,[-1.95  1.47  2.74 -3.01],[  0.    -0.12   4.68 -38.13],16872.14,450,0.02091526985168457
5312,Nelder-mead,0.001,100.0,[-2.28  0.94  2.34 -0.83],[ 0.000e+00  3.000e-02 -3.960e+00  1.051e+02],95048.77,467,0.021224498748779297
5313,Nelder-mead,0.01,0.01,[-0.67 -3.87  3.89  0.64],[ 0.   -0.03  0.58 -0.16],2544.8,412,0.018687725067138672
5314,Nelder-mead,0.01,0.1,[ 2.35 -1.92  3.1   2.88],[ 0.000e+00 -1.000e-02 -3.600e-01  1.222e+01],2819.47,420,0.018862009048461914
5315,Nelder-mead,0.01,1.0,[ 1.47  3.63  2.71 -0.68],[ 0.   -0.03  0.49  0.88],2505.16,366,0.016485214233398438
5316,Nelder-mead,0.01,10.0,[-1.65  2.06 -1.08 -3.89],[ 0.   -0.03  0.39  2.48],2467.12,450,0.020415067672729492
5317,Nelder-mead,0.01,30.0,[-2.52  2.1  -4.35  3.43],[ 0.   -0.01 -0.13  9.14],2598.48,439,0.020493745803833008
5318,Nelder-mead,0.01,50.0,[ 2.86 -3.8   0.25 -1.33],[ 0.   -0.03  0.74 -2.39],2668.58,457,0.02037835121154785
5319,Nelder-mead,0.01,100.0,[-1.92 -1.96  2.08 -3.42],[  0.    -0.05   1.55 -11.59],3778.18,436,0.020138263702392578
5320,Nelder-mead,0.1,0.01,[-0.32 -3.03  1.22  2.1 ],[ 0.   -0.02  0.27  3.82],2455.27,358,0.018994808197021484
5321,Nelder-mead,0.1,0.1,[ 0.77 -3.44 -0.28  1.11],[ 0.   -0.02  0.07  6.28],2484.96,424,0.01985311508178711
5322,Nelder-mead,0.1,1.0,[-3.64  1.53 -0.91  4.02],[ 0.   -0.   -0.72 16.93],3351.38,463,0.02077627182006836
5323,Nelder-mead,0.1,10.0,[ 4.35 -0.84  4.54  0.66],[ 0.   -0.03  0.44  1.56],2485.47,382,0.017271041870117188
5324,Nelder-mead,0.1,30.0,[-1.43 -2.52 -0.73  2.62],[ 0.   -0.02  0.06  6.53],2490.98,428,0.019394397735595703
5325,Nelder-mead,0.1,50.0,[ 0.15 -1.24 -1.76  2.14],[ 0.000e+00  1.000e-02 -1.030e+00  1.797e+01],3690.92,473,0.020574569702148438
5326,Nelder-mead,0.1,100.0,[ 3.83  3.56  3.7  -4.6 ],[  0.    -0.07   2.37 -22.77],6274.26,447,0.02019786834716797
5327,Nelder-mead,1.0,0.01,[-4.41  2.04  4.23  2.06],[ 0.   -0.02 -0.06  8.22],2552.34,463,0.020537614822387695
5328,Nelder-mead,1.0,0.1,[-3.77  4.85  1.03  4.72],[ 0.000e+00 -1.000e-02 -5.100e-01  1.387e+01],2980.04,471,0.020514249801635742
5329,Nelder-mead,1.0,1.0,[ 4.35 -1.69 -0.03 -3.69],[ 0.   -0.04  0.93 -4.02],2806.42,470,0.02039957046508789
5330,Nelder-mead,1.0,10.0,[-2.37  3.53  4.84 -3.84],[ 0.   -0.04  1.12 -7.29],3126.25,404,0.018231630325317383
5331,Nelder-mead,1.0,30.0,[-0.16  1.88  1.59 -0.62],[ 0.   -0.03  0.6  -0.51],2560.88,472,0.020954608917236328
5332,Nelder-mead,1.0,50.0,[ 4.31 -2.37 -1.58  1.82],[ 0.   -0.04  1.22 -9.56],3435.08,451,0.020218849182128906
5333,Nelder-mead,1.0,100.0,[-2.85 -2.89 -4.98  2.53],[ 0.   -0.02  0.33  2.98],2460.17,426,0.019001007080078125
5334,Nelder-mead,10.0,0.01,[ 3.84 -0.9  -4.61  1.04],[ 0.   -0.03  0.82 -3.58],2755.67,463,0.02030491828918457
5335,Nelder-mead,10.0,0.1,[ 0.11 -0.41  2.54 -0.8 ],[ 0.   -0.03  0.79 -2.99],2710.82,466,0.020411252975463867
5336,Nelder-mead,10.0,1.0,[-1.   -2.11  4.47 -4.37],[  0.    -0.05   1.53 -12.72],3930.47,463,0.020743131637573242
5337,Nelder-mead,10.0,10.0,[ 1.05 -4.6  -3.3  -0.59],[ 0.   -0.03  0.64 -1.09],2589.94,384,0.017274141311645508
5338,Nelder-mead,10.0,30.0,[-3.02  3.74  1.91 -0.04],[ 0.   -0.03  0.57 -0.18],2545.7,445,0.019965410232543945
5339,Nelder-mead,10.0,50.0,[-3.26  4.88 -3.79 -4.29],[ 0.   -0.03  0.58 -0.33],2552.42,467,0.020232439041137695
5340,Nelder-mead,10.0,100.0,[-0.25  1.62  0.74  0.69],[ 0.   -0.03  0.45  1.46],2487.86,362,0.016385555267333984
5341,Nelder-mead,100.0,0.01,[ 3.5   3.46  4.99 -1.15],[ 0.   -0.04  1.04 -6.24],3005.99,406,0.018445730209350586
5342,Nelder-mead,100.0,0.1,[ 2.03 -4.71  0.58 -4.81],[ 0.   -0.04  1.09 -6.38],3029.56,412,0.018789291381835938
5343,Nelder-mead,100.0,1.0,[-4.69 -3.82 -4.02 -1.54],[ 0.   -0.03  0.54  0.25],2527.79,442,0.01989603042602539
5344,Nelder-mead,100.0,10.0,[ 2.59 -1.64 -2.89  3.07],[ 0.   -0.02 -0.08  9.73],2662.57,471,0.020485639572143555
5345,Nelder-mead,100.0,30.0,[-4.85 -4.03  0.63  2.09],[ 0.   -0.02  0.31  3.25],2457.72,452,0.02195453643798828
5346,Nelder-mead,100.0,50.0,[ 2.53 -2.33  0.63 -3.69],[ 0.   -0.04  1.13 -6.78],3078.07,432,0.02218937873840332
5347,Nelder-mead,100.0,100.0,[-2.83  3.82 -1.65  3.6 ],[ 0.000e+00 -1.000e-02 -3.800e-01  1.181e+01],2789.54,463,0.025643348693847656
5348,Nelder-mead,1000.0,0.01,[-3.32  2.43  3.47  1.44],[ 0.   -0.03  0.42  1.93],2476.68,468,0.02531599998474121
5349,Nelder-mead,1000.0,0.1,[ 1.88  4.38 -4.45  0.74],[ 0.   -0.02  0.35  2.83],2461.73,364,0.020249128341674805
5350,Nelder-mead,1000.0,1.0,[-0.06 -2.22  1.47 -2.38],[ 0.   -0.02  0.27  3.88],2455.56,468,0.02627706527709961
5351,Nelder-mead,1000.0,10.0,[ 4.25 -2.99  0.24 -0.7 ],[ 0.   -0.03  0.65 -0.58],2571.72,247,0.014959335327148438
5352,Nelder-mead,1000.0,30.0,[ 1.36 -1.78 -1.9   2.56],[ 0.   -0.02  0.27  3.83],2455.26,394,0.024255037307739258
5353,Nelder-mead,1000.0,50.0,[ 2.22 -4.48 -4.49  2.13],[ 0.000e+00 -1.000e-02 -2.700e-01  1.091e+01],2712.97,399,0.02377462387084961
5354,Nelder-mead,1000.0,100.0,[-3.9  -2.24 -2.98  3.84],[  0.    -0.06   2.26 -25.89],7396.78,474,0.02614593505859375
5355,Nelder-mead,10000.0,0.01,[ 1.28  1.63  1.43 -0.5 ],[ 0.   -0.03  0.59 -0.36],2553.74,391,0.02143073081970215
5356,Nelder-mead,10000.0,0.1,[-3.31  0.39 -1.05 -3.26],[  0.    -0.05   1.79 -18.98],5379.81,454,0.020545005798339844
5357,Nelder-mead,10000.0,1.0,[ 0.39 -4.38  1.05 -3.04],[ 0.   -0.03  0.63 -1.41],2621.02,479,0.02074408531188965
5358,Nelder-mead,10000.0,10.0,[ 3.7  -4.07 -4.12 -2.59],[ 0.   -0.04  0.99 -5.81],2960.45,430,0.019477367401123047
5359,Nelder-mead,10000.0,30.0,[-0.11  2.7   3.89 -2.17],[ 0.   -0.02  0.24  4.13],2465.38,471,0.020822525024414062
5360,Nelder-mead,10000.0,50.0,[ 4.76  0.85 -4.65 -3.65],[  0.    -0.04   1.32 -10.3 ],3532.71,404,0.018535137176513672
5361,Nelder-mead,10000.0,100.0,[-3.43  2.64 -1.12 -2.16],[ 0.   -0.03  0.84 -3.65],2761.77,431,0.019497394561767578
5362,Nelder-mead,100000.0,0.01,[-4.47  1.75 -3.11 -4.92],[  0.    -0.07   2.78 -31.23],9090.79,457,0.020355701446533203
5363,Nelder-mead,100000.0,0.1,[-4.73 -0.18  3.52  1.31],[ 0.   -0.03  0.41  1.93],2476.73,454,0.020493030548095703
5364,Nelder-mead,100000.0,1.0,[ 1.6  -3.98  4.48  1.67],[ 0.   -0.02  0.26  3.92],2455.19,380,0.017505645751953125
5365,Nelder-mead,100000.0,10.0,[-4.14  0.35 -1.18  2.2 ],[ 0.   -0.03  0.37  2.46],2466.94,452,0.020635128021240234
5366,Nelder-mead,100000.0,30.0,[ 0.32 -1.82 -2.34 -1.48],[ 0.   -0.03  0.58 -0.25],2548.4,356,0.016036510467529297
5367,Nelder-mead,100000.0,50.0,[ 0.31 -0.09  0.8  -0.99],[ 0.   -0.02 -0.07  8.45],2563.38,464,0.02036905288696289
5368,Nelder-mead,100000.0,100.0,[-1.69  3.95  0.97 -1.11],[ 0.   -0.03  0.82 -3.12],2721.83,416,0.020377159118652344
5369,Nelder-mead,1000000.0,0.01,[ 1.27 -4.58 -0.65 -1.23],[ 0.   -0.04  1.06 -7.22],3123.33,421,0.019102096557617188
5370,Nelder-mead,1000000.0,0.1,[-1.4   0.94  2.28  4.16],[ 0.00e+00  1.00e-02 -2.59e+00  7.90e+01],58208.16,466,0.021087646484375
5371,Nelder-mead,1000000.0,1.0,[ 2.7   0.07 -3.65  4.68],[ 0.   -0.02  0.    7.36],2517.17,422,0.019118309020996094
5372,Nelder-mead,1000000.0,10.0,[ 2.9   3.72 -3.57  1.06],[ 0.   -0.02  0.34  2.93],2460.7,408,0.018347740173339844
5373,Nelder-mead,1000000.0,30.0,[-1.28  0.06 -1.64  3.85],[ 0.000e+00 -1.000e-02 -4.000e-01  1.224e+01],2825.54,465,0.02005290985107422
5374,Nelder-mead,1000000.0,50.0,[-3.94 -4.96 -3.7  -2.25],[ 0.   -0.04  1.25 -9.25],3380.21,435,0.01880049705505371
5375,Nelder-mead,1000000.0,100.0,[ 0.85 -2.43  3.76 -4.97],[  0.    -0.04   1.43 -13.44],4247.69,476,0.02076888084411621
5376,Newton-CG,1e-05,0.01,[ 2.95 -1.    4.32 -2.15],[ 0.   -0.14  4.34 -2.15],45474.85,3,0.0004951953887939453
5377,Newton-CG,1e-05,0.1,[ 1.41 -2.18 -1.31 -4.06],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007877349853515625
5378,Newton-CG,1e-05,1.0,[ 4.73 -0.44 -2.65  3.54],[ 0.    0.06 -2.64  3.54],30444.4,3,0.0004582405090332031
5379,Newton-CG,1e-05,10.0,[ 1.25 -2.55 -0.37  0.52],[ 0.   -0.03  0.52  0.59],2514.9,4,0.0006113052368164062
5380,Newton-CG,1e-05,30.0,[-1.27 -4.45 -3.43 -3.43],[ 0.   -0.02  0.26  3.94],2455.19,5,0.000789642333984375
5381,Newton-CG,1e-05,50.0,[-3.05  1.45  0.89  2.83],[ 0.   -0.04  0.84  2.82],3272.58,3,0.00044608116149902344
5382,Newton-CG,1e-05,100.0,[ 3.51  4.95 -2.07  2.4 ],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007903575897216797
5383,Newton-CG,0.0001,0.01,[ 0.07  3.05 -2.52  4.57],[ 0.   -0.02  0.26  3.94],2455.19,6,0.0009672641754150391
5384,Newton-CG,0.0001,0.1,[ 4.95 -4.28 -0.82 -2.27],[ 0.   -0.03  0.72 -2.15],2652.15,4,0.0010514259338378906
5385,Newton-CG,0.0001,1.0,[ 4.21  0.52 -0.32 -1.86],[ 0.   -0.   -0.33 -1.86],6106.45,3,0.0006296634674072266
5386,Newton-CG,0.0001,10.0,[ 0.01  4.88 -0.43 -1.84],[ 0.   -0.03  0.69 -1.74],2626.74,4,0.0006756782531738281
5387,Newton-CG,0.0001,30.0,[-3.69  1.51  3.   -4.35],[ 0.   -0.1   2.95 -4.35],16765.87,3,0.00045943260192871094
5388,Newton-CG,0.0001,50.0,[-1.3   2.26 -2.22 -2.56],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0010540485382080078
5389,Newton-CG,0.0001,100.0,[-0.51 -2.05  1.33 -2.5 ],[ 0.   -0.03  0.75 -2.54],2678.18,4,0.0006351470947265625
5390,Newton-CG,0.001,0.01,[-2.78 -2.85  2.61  4.43],[ 0.   -0.02  0.26  3.94],2455.19,5,0.00077056884765625
5391,Newton-CG,0.001,0.1,[ 3.29 -1.51  1.72  1.91],[ 0.   -0.07  1.77  1.91],8453.11,3,0.0004448890686035156
5392,Newton-CG,0.001,1.0,[-3.52 -2.95 -2.08 -2.83],[ 0.   -0.02  0.26  3.94],2455.19,5,0.0007948875427246094
5393,Newton-CG,0.001,10.0,[4.89 2.52 0.65 4.64],[ 0.   -0.03  0.57  4.64],2889.61,3,0.00044608116149902344
5394,Newton-CG,0.001,30.0,[ 1.96 -4.23 -0.3  -2.65],[ 0.   -0.03  0.75 -2.56],2680.06,4,0.0006000995635986328
